date,store_id,product_id,sales,price,promotion_flag,inventory_level
2023-01-07,S003,P002,71,11.45,0,788
2023-01-08,S003,P002,79,11.45,0,786
2023-01-09,S003,P002,92,11.45,0,784
2023-01-10,S003,P002,89,11.45,0,782
2023-01-11,S003,P002,83,11.45,0,780
2023-01-12,S003,P002,77,11.45,0,778
2023-01-13,S003,P002,72,11.45,0,776
2023-01-14,S003,P002,68,11.45,0,774
2023-01-15,S003,P002,73,11.45,0,772
2023-01-16,S003,P002,92,11.45,0,770
2023-01-17,S003,P002,87,11.45,0,768
2023-01-18,S003,P002,82,11.45,0,766
2023-01-19,S003,P002,75,11.45,0,764
2023-01-20,S003,P002,74,11.45,0,762
2023-01-21,S003,P002,82,11.45,0,760
2023-01-22,S003,P002,81,11.45,0,758
2023-01-23,S003,P002,82,11.45,0,756
2023-01-24,S003,P002,86,11.45,0,754
2023-01-25,S003,P002,86,11.45,0,752
2023-01-26,S003,P002,73,11.45,0,750
2023-01-27,S003,P002,74,11.45,0,748
2023-01-28,S003,P002,63,11.45,0,746
2023-01-29,S003,P002,103,10.31,1,744
2023-01-30,S003,P002,112,10.31,1,742
2023-01-31,S003,P002,116,10.31,1,740
2023-02-01,S003,P002,79,11.45,0,738
2023-02-02,S003,P002,69,11.45,0,736
2023-02-03,S003,P002,70,11.45,0,734
2023-02-04,S003,P002,68,11.45,0,732
2023-02-05,S003,P002,78,11.45,0,730
2023-02-06,S003,P002,85,11.45,0,728
2023-02-07,S003,P002,81,11.45,0,726
2023-02-08,S003,P002,85,11.45,0,724
2023-02-09,S003,P002,74,11.45,0,722
2023-02-10,S003,P002,75,11.45,0,720
2023-02-11,S003,P002,65,11.45,0,718
2023-02-12,S003,P002,74,11.45,0,716
2023-02-13,S003,P002,87,11.45,0,714
2023-02-14,S003,P002,83,11.45,0,712
2023-02-15,S003,P002,81,11.45,0,710
2023-02-16,S003,P002,75,11.45,0,708
2023-02-17,S003,P002,71,11.45,0,706
2023-02-18,S003,P002,70,11.45,0,704
2023-02-19,S003,P002,79,11.45,0,702
2023-02-20,S003,P002,82,11.45,0,700
2023-02-21,S003,P002,89,11.45,0,698
2023-02-22,S003,P002,82,11.45,0,696
2023-02-23,S003,P002,76,11.45,0,694
2023-02-24,S003,P002,81,11.45,0,692
2023-02-25,S003,P002,68,11.45,0,690
2023-02-26,S003,P002,109,10.31,1,688
2023-02-27,S003,P002,99,10.31,1,686
2023-02-28,S003,P002,103,10.31,1,684
2023-03-01,S003,P002,77,11.45,0,682
2023-03-02,S003,P002,70,11.45,0,680
2023-03-03,S003,P002,72,11.45,0,678
2023-03-04,S003,P002,73,11.45,0,676
2023-03-05,S003,P002,77,11.45,0,674
2023-03-06,S003,P002,84,11.45,0,672
2023-03-07,S003,P002,88,11.45,0,670
2023-03-08,S003,P002,85,11.45,0,668
2023-03-09,S003,P002,70,11.45,0,666
2023-03-10,S003,P002,69,11.45,0,664
2023-03-11,S003,P002,72,11.45,0,662
2023-03-12,S003,P002,80,11.45,0,660
2023-03-13,S003,P002,82,11.45,0,658
2023-03-14,S003,P002,86,11.45,0,656
2023-03-15,S003,P002,82,11.45,0,654
2023-03-16,S003,P002,72,11.45,0,652
2023-03-17,S003,P002,68,11.45,0,650
2023-03-18,S003,P002,73,11.45,0,648
2023-03-19,S003,P002,78,11.45,0,646
2023-03-20,S003,P002,87,11.45,0,644
2023-03-21,S003,P002,82,11.45,0,642
2023-03-22,S003,P002,81,11.45,0,640
2023-03-23,S003,P002,74,11.45,0,638
2023-03-24,S003,P002,74,11.45,0,636
2023-03-25,S003,P002,68,11.45,0,634
2023-03-26,S003,P002,104,10.31,1,632
2023-03-27,S003,P002,111,10.31,1,630
2023-03-28,S003,P002,118,10.31,1,628
2023-03-29,S003,P002,78,11.45,0,626
2023-03-30,S003,P002,72,11.45,0,624
2023-03-31,S003,P002,67,11.45,0,622
2023-04-01,S003,P002,66,11.45,0,620
2023-04-02,S003,P002,86,11.45,0,618
2023-04-03,S003,P002,80,11.45,0,616
2023-04-04,S003,P002,83,11.45,0,614
2023-04-05,S003,P002,87,11.45,0,612
2023-04-06,S003,P002,68,11.45,0,610
2023-04-07,S003,P002,74,11.45,0,608
2023-04-08,S003,P002,67,11.45,0,606
2023-04-09,S003,P002,83,11.45,0,604
2023-04-10,S003,P002,76,11.45,0,602
2023-04-11,S003,P002,79,11.45,0,600
2023-04-12,S003,P002,80,11.45,0,598
2023-04-13,S003,P002,79,11.45,0,596
2023-04-14,S003,P002,71,11.45,0,594
2023-04-15,S003,P002,71,11.45,0,592
2023-04-16,S003,P002,84,11.45,0,590
2023-04-17,S003,P002,93,11.45,0,588
2023-04-18,S003,P002,89,11.45,0,586
2023-04-19,S003,P002,79,11.45,0,584
2023-04-20,S003,P002,73,11.45,0,582
2023-04-21,S003,P002,66,11.45,0,580
2023-04-22,S003,P002,73,11.45,0,578
2023-04-23,S003,P002,97,10.31,1,576
2023-04-24,S003,P002,112,10.31,1,574
2023-04-25,S003,P002,119,10.31,1,572
2023-04-26,S003,P002,85,11.45,0,570
2023-04-27,S003,P002,73,11.45,0,568
2023-04-28,S003,P002,73,11.45,0,566
2023-04-29,S003,P002,79,11.45,0,564
2023-04-30,S003,P002,85,11.45,0,562
